"","record_id","treatment_arm","taco_choice","meat_select","chicken_select","age","gender","county_name","state","location","dob","times_visited_chipotle_past_month","ffq_cow_freq","ffq_pig_freq","ffq_attn_freq","ffq_hen_freq","ffq_pb_freq","ffq_fish_freq","ffq_dairy_freq","ffq_eggs_freq","opted_out_all","merged_protein","other_meat_select","block_order","block_order_pre_tacos","bev_type","purpose_guess","education","ethnicity","attention_check","tortilla_type","no_toppings","has_dairy","regular_toppings","premium_toppings","political_party","time_elapsed"
"4108",6358,"1","Steak",1,0,26,"Male","Essex","MA22","Essex, MA",1999,2,2,2,7,4,1,1,4,2,NA,2,1,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","Shirt","Mexican Coca-Cola","Learning how many color options to provide across different products","4-year college graduate","Caucasian",2,"Soft flour tortillas",FALSE,FALSE,"White rice + Tomatillo red chili salsa + Cheese + Romaine lettuce","No premium toppings","Democrat",153
"4109",6359,"2","Steak",1,0,54,"Female","Denton","TX44","Denton, TX",1971,0,2,3,7,3,1,1,4,4,NA,2,1,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Shirt-Pen","Fountain drink","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",2,"Crispy corn tortillas",FALSE,TRUE,"Tomatillo red chili salsa + Sour cream + Fajita veggies + Cheese + Romaine lettuce","Guacamole","Republican",197
"4110",6360,"2","Chicken",1,1,27,"Female","Yates","NY33","Yates, NY",1998,2,2,2,7,7,2,3,2,1,NA,1,0,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","Bottled water","Learning how color preference relates to food preference","4-year college graduate","East Asian",1,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Fresh tomato salsa + Roasted chili corn salsa + Fajita veggies","Guacamole","Independent",167
"4111",6361,"3","Carnitas",1,0,50,"Female","Cochise","AZ03","Cochise, AZ",1975,2,2,2,7,2,4,4,4,4,NA,4,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper","Shirt","Mexican Coca-Cola","Learning whether people's shirt preferences are related to their food preferences","High school or GED","Hispanic",4,"Soft flour tortillas",FALSE,FALSE,"Fresh tomato salsa + Tomatillo green chili salsa + Cheese + Romaine lettuce","Guacamole","Democrat",561
"4112",6362,"3","Beef barbacoa",1,0,39,"Male","Oklahoma","OK37","Oklahoma, OK",1986,1,5,4,3,4,1,2,6,6,NA,3,1,"q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material","None","Mexican Coca-Cola","Learning how plant-based protein options affect the foods people choose","More than 4-year college degree","Caucasian",2,"Crispy corn tortillas",FALSE,TRUE,"Fresh tomato salsa + Roasted chili corn salsa + Tomatillo red chili salsa + Cheese + Romaine lettuce","Queso blanco","Democrat",141
"4113",6363,"3","Chicken",1,1,58,"Male","Minnehaha","SD42","Minnehaha, SD",1967,2,4,4,7,3,4,4,5,5,NA,1,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Mexican Coca-Cola","Learning whether people's shirt preferences are related to their food preferences","High school or GED","Caucasian",1,"Crispy corn tortillas",FALSE,FALSE,"White rice + Brown rice + Black beans + Fresh tomato salsa + Roasted chili corn salsa","Guacamole","Democrat",538
"4114",6364,"3","Veggies (includes guacamole)",0,0,62,"Female","Cache","UT45","Cache, UT",1963,0,1,1,7,1,2,2,2,2,NA,7,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Bottled water","Learning how solid color options affect the shirts people choose","4-year college graduate","Caucasian",7,"Soft flour tortillas",FALSE,TRUE,"White rice + Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","Guacamole","Independent",93
"4115",6365,"3","Carnitas",1,0,40,"Female","Jefferson","LA19","Jefferson, LA",1985,3,2,2,7,5,4,4,2,3,NA,4,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Mexican Coca-Cola","Learning how color preference relates to food preference","Some college or 2-year degree","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Fresh tomato salsa + Sour cream + Cheese","Queso blanco","Republican",91
"4116",6366,"2","Sofritas (plant-based protein)",0,0,37,"Male","Alachua","FL10","Alachua, FL",1988,3,1,1,7,1,4,1,5,1,NA,5,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","None","No beverage","Learning whether older people are more likely to select high calorie toppings","More than 4-year college degree","South Asian",7,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Sour cream + Fajita veggies + Romaine lettuce","Guacamole","Democrat",98
"4117",6367,"1","Chicken",1,1,64,"Female","Greene","TN43","Greene, TN",1961,0,2,1,7,2,1,2,4,4,NA,1,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Fountain drink","Learning how color preference relates to food preference","High school or GED","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Sour cream + Cheese","No premium toppings","Republican",200
"4118",6368,"1","Chicken",1,1,62,"Female","Cook","IL14","Cook, IL",1963,0,2,1,7,5,1,3,4,1,NA,1,0,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","Shirt","Bottled water","Learning how t-shirt size is related to beverage preference","Some college or 2-year degree","Black/African American",1,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","No premium toppings","Independent",243
"4119",6369,"1","Chicken",1,1,36,"Female","Oakland","MI23","Oakland, MI",1989,0,3,1,7,4,2,2,3,2,NA,1,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Tractor organic black tea","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",1,"Crispy corn tortillas",FALSE,TRUE,"Fresh tomato salsa + Roasted chili corn salsa + Sour cream + Cheese + Romaine lettuce","No premium toppings","Democrat",400
"4120",6370,"1","Steak",1,0,41,"Female","Orange","CA05","Orange, CA",1984,0,2,2,7,2,2,2,2,2,NA,2,1,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","No beverage","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Multi-ethnic",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Tomatillo red chili salsa + Sour cream + Romaine lettuce","No premium toppings","Democrat",150
"4121",6371,"1","Chicken",1,1,69,"Female","New Castle","DE09","New Castle, DE",1956,5,3,3,7,5,6,7,6,6,NA,1,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","Organic lemonade","Learning whether people's shirt preferences are related to their food preferences","More than 4-year college degree","Caucasian",1,"Crispy corn tortillas",FALSE,FALSE,"Brown rice + Cheese","Guacamole","Republican",238
"4122",6372,"1","Steak",1,0,39,"Male","Tompkins","NY33","Tompkins, NY",1986,4,6,5,6,5,6,5,5,6,NA,2,1,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","Shirt","Organic berry agua fresca","Learning how color preference relates to food preference","More than 4-year college degree","Native American",2,"Crispy corn tortillas",FALSE,TRUE,"Fresh tomato salsa","Queso blanco","Republican",408
"4123",6373,"1","Beef barbacoa",1,0,20,"Female","Montgomery","OH36","Montgomery, OH",2005,1,2,2,7,2,1,2,3,1,NA,3,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Pen-Shirt","Organic watermelon limeade","Learning how many color options to provide across different products","Some college or 2-year degree","Caucasian",3,"Soft flour tortillas",FALSE,TRUE,"White rice + Roasted chili corn salsa + Sour cream + Cheese + Romaine lettuce","No premium toppings","Independent",132
"4124",6374,"3","Steak",1,0,62,"Male","Talladega","AL01","Talladega, AL",1963,0,5,3,7,1,1,1,5,1,NA,2,1,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","Fountain drink","Learning whether people's shirt preferences are related to their food preferences","High school or GED","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Fresh tomato salsa + Tomatillo red chili salsa + Fajita veggies","No premium toppings","Republican",294
"4125",6375,"3","Chicken",1,1,20,"Female","Brazos","TX44","Brazos, TX",2005,2,3,1,7,4,1,2,6,2,NA,1,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev","Pen-Shirt","No beverage","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Hispanic",1,"Soft flour tortillas",FALSE,TRUE,"Pinto beans + Tomatillo green chili salsa + Fajita veggies + Cheese","","Republican",225
"4126",6376,"3","Steak",1,0,49,"Female","Henrico","VA47","Henrico, VA",1976,0,3,3,3,4,2,3,6,2,NA,2,1,"q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev","Pen-Shirt","San Pellegrino sparkling","Learning how color preference relates to food preference","4-year college graduate","Southeast Asian",2,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa + Sour cream + Fajita veggies + Cheese + Romaine lettuce","Queso blanco","Democrat",376
"4127",6377,"2","Beef barbacoa",1,0,35,"Male","Sacramento","CA05","Sacramento, CA",1990,1,3,2,7,4,2,1,7,2,NA,3,1,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","No beverage","Learning how color preference relates to food preference","4-year college graduate","Multi: Caucasian + Hispanic",3,"Crispy corn tortillas",FALSE,TRUE,"Fresh tomato salsa + Tomatillo red chili salsa + Fajita veggies + Cheese + Romaine lettuce","Guacamole","Democrat",149
"4128",6378,"3","Beef barbacoa",1,0,51,"Female","Multnomah","OR38","Multnomah, OR",1974,0,3,3,7,3,1,1,5,5,NA,3,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper","Shirt","Organic lemonade","Learning how color preference relates to food preference","Some college or 2-year degree","Multi: Caucasian + Native American",3,"Crispy corn tortillas",FALSE,TRUE,"Tomatillo green chili salsa + Sour cream + Fajita veggies + Cheese + Romaine lettuce","Guacamole","Independent",244
"4129",6379,"3","Steak",1,0,62,"Male","Virginia Beach city","VA47","Virginia Beach city, VA",1963,0,3,2,3,3,1,2,4,5,NA,2,1,"q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material","None","Organic lemonade","Learning how color preference relates to food preference","More than 4-year college degree","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"Black beans + Roasted chili corn salsa + Sour cream + Cheese + Romaine lettuce","Guacamole","Republican",169
"4130",6380,"3","Chick'nitas (plant-based protein)",0,0,31,"Male","Dillon","SC41","Dillon, SC",1994,0,1,1,7,1,1,1,4,1,NA,6,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev","Pen-Shirt","Fountain drink","Learning how color preference relates to food preference","High school or GED","Caucasian",6,"Soft flour tortillas",FALSE,FALSE,"White rice + Brown rice + Black beans","No premium toppings","Democrat",376
"4131",6381,"3","Steak",1,0,21,"Female","Clayton","GA11","Clayton, GA",2004,2,3,3,7,4,1,2,6,4,NA,2,1,"q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material","None","Fountain drink","Learning how color preference relates to food preference","High school or GED","Black/African American",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Roasted chili corn salsa + Sour cream + Cheese + Romaine lettuce","Queso blanco","Democrat",155
"4132",6382,"3","Carnitas",1,0,31,"Female","New York","NY33","New York, NY",1994,0,4,3,3,3,1,1,5,3,NA,4,1,"q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev","Pen-Shirt","Fountain drink","Learning how color preference relates to food preference","Some college or 2-year degree","Caucasian",4,"Soft flour tortillas",FALSE,TRUE,"White rice + Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","Guacamole + Queso blanco","Republican",166
"4133",6384,"3","Beef barbacoa",1,0,28,"Female","Harris","TX44","Harris, TX",1997,0,2,3,7,6,3,3,7,7,NA,3,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","San Pellegrino sparkling","Learning how color preference relates to food preference","4-year college graduate","Black/African American",3,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Pinto beans + Tomatillo green chili salsa + Tomatillo red chili salsa + Cheese","Guacamole + Queso blanco","Prefer not to answer",151
"4134",6385,"3","Steak",1,0,60,"Female","Jefferson","KY18","Jefferson, KY",1965,0,4,2,7,2,1,2,2,1,NA,2,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Mexican Coca-Cola","Learning how many color options to provide across different products","Some college or 2-year degree","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"Fajita veggies","No premium toppings","Democrat",252
"4135",6386,"3","Steak",1,0,50,"Female","Los Angeles","CA05","Los Angeles, CA",1975,9,3,1,7,3,2,2,5,1,NA,2,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Organic lemonade","Learning how color preference relates to food preference","4-year college graduate","South Asian",2,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Fresh tomato salsa + Tomatillo green chili salsa + Tomatillo red chili salsa + Fajita veggies","Guacamole","Republican",175
"4136",6387,"3","Steak",1,0,55,"Male","Snohomish","WA48","Snohomish, WA",1970,0,4,3,7,3,1,1,7,3,NA,2,1,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","Fountain drink","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa + Sour cream + Fajita veggies + Cheese + Romaine lettuce","Guacamole","Republican",165
"4137",6388,"1","Beef barbacoa",1,0,31,"Female","Alexandria","VA47","Alexandria, VA",1994,1,2,3,7,3,2,3,2,2,NA,3,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Mexican Sprite","Learning how color preference relates to food preference","4-year college graduate","Black/African American",3,"Soft flour tortillas",FALSE,TRUE,"White rice + Tomatillo red chili salsa + Sour cream + Fajita veggies + Romaine lettuce","Guacamole","Democrat",156
"4138",6389,"1","Chicken",1,1,44,"Male","St. Louis","MO26","St. Louis, MO",1981,6,3,3,3,4,1,1,4,3,NA,1,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Mexican Coca-Cola","Learning how color preference relates to food preference","4-year college graduate","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Pinto beans + Tomatillo green chili salsa + Sour cream + Cheese","Guacamole + Queso blanco","Democrat",121
"4139",6390,"1","Steak",1,0,66,"Female","Oakland","MI23","Oakland, MI",1959,0,3,2,7,3,1,1,7,4,NA,2,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Pen-Shirt","Organic watermelon limeade","Learning how color preference relates to food preference","4-year college graduate","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","No premium toppings","Independent",162
"4140",6392,"2","Chicken",1,1,73,"Male","Chemung","NY33","Chemung, NY",1952,2,1,1,7,4,1,3,4,4,NA,1,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","San Pellegrino sparkling","Learning how many color options to provide across different products","More than 4-year college degree","Caucasian",1,"Soft flour tortillas",FALSE,FALSE,"Brown rice + Black beans + Fresh tomato salsa + Romaine lettuce","Guacamole","Independent",234
"4141",6393,"2","Steak",1,0,62,"Male","Scioto","OH36","Scioto, OH",1963,0,3,2,7,2,1,2,3,4,NA,2,1,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","Bottled water","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Fresh tomato salsa + Sour cream + Fajita veggies + Cheese","Guacamole","Republican",233
"4142",6394,"2","Steak",1,0,38,"Male","Hamilton","TN43","Hamilton, TN",1987,0,6,1,7,1,1,1,7,4,NA,2,1,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Shirt-Pen","Mexican Coca-Cola","Learning how t-shirt size is related to beverage preference","High school or GED","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa + Sour cream + Fajita veggies + Cheese","No premium toppings","Democrat",172
